/*--------------------------------*- C++ -*----------------------------------*\
| =========                 |                                                 |
| \\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox           |
|  \\    /   O peration     | Version:  1.6                                   |
|   \\  /    A nd           | Web:      http://www.OpenFOAM.org               |
|    \\/     M anipulation  |                                                 |
\*---------------------------------------------------------------------------*/
FoamFile
{
    version     2.0;
    format      ascii;
    class       dictionary;
    object      airfoilProperties;
}
// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //

airfoilData
(
//   alpha   C_l    C_d
	(	-1.8000E+02	0.0000E+00	0.0000E+00	)
	(	-1.7500E+02	1.7360E-01	1.1400E-02	)
	(	-1.7000E+02	3.4200E-01	4.5200E-02	)
	(	-1.6500E+02	5.0000E-01	1.0050E-01	)
	(	-1.6000E+02	6.4280E-01	1.7550E-01	)
	(	-1.5500E+02	7.6600E-01	2.6790E-01	)
	(	-1.5000E+02	8.6600E-01	3.7500E-01	)
	(	-1.4500E+02	9.3970E-01	4.9350E-01	)
	(	-1.4000E+02	9.8480E-01	6.1970E-01	)
	(	-1.3500E+02	1.0000E+00	7.5000E-01	)
	(	-1.3000E+02	9.8480E-01	8.8030E-01	)
	(	-1.2500E+02	9.3970E-01	1.0060E+00	)
	(	-1.2000E+02	8.6600E-01	1.1250E+00	)
	(	-1.1500E+02	7.6600E-01	1.2320E+00	)
	(	-1.1000E+02	6.4280E-01	1.3250E+00	)
	(	-1.0500E+02	5.0000E-01	1.3990E+00	)
	(	-1.0000E+02	3.4200E-01	1.4550E+00	)
	(	-9.5000E+01	1.7360E-01	1.4890E+00	)
	(	-9.0000E+01	0.0000E+00	1.5000E+00	)
	(	-8.5000E+01	-1.7360E-01	1.4890E+00	)
	(	-8.0000E+01	-3.4200E-01	1.4550E+00	)
	(	-7.5000E+01	-5.0000E-01	1.3990E+00	)
	(	-7.0000E+01	-6.4280E-01	1.3250E+00	)
	(	-6.5000E+01	-7.6600E-01	1.2320E+00	)
	(	-6.0000E+01	-8.6600E-01	1.1250E+00	)
	(	-5.5000E+01	-9.3970E-01	1.0060E+00	)
	(	-5.0000E+01	-9.8480E-01	8.6030E-01	)
	(	-4.5000E+01	-1.0120E+00	7.1200E-01	)
	(	-4.0000E+01	-1.0380E+00	5.4750E-01	)
	(	-3.9000E+01	-1.0420E+00	5.1650E-01	)
	(	-3.8000E+01	-1.0460E+00	4.8160E-01	)
	(	-3.7000E+01	-1.0520E+00	4.4870E-01	)
	(	-3.6000E+01	-1.0570E+00	4.1770E-01	)
	(	-3.5000E+01	-1.0610E+00	3.8480E-01	)
	(	-3.4000E+01	-1.0650E+00	3.5580E-01	)
	(	-3.3000E+01	-1.0720E+00	3.2890E-01	)
	(	-3.2000E+01	-1.0770E+00	3.0310E-01	)
	(	-3.0000E+01	-1.0890E+00	2.5600E-01	)
	(	-2.8000E+01	-1.0990E+00	2.0900E-01	)
	(	-2.6000E+01	-1.1170E+00	1.7560E-01	)
	(	-2.4000E+01	-1.1280E+00	1.4230E-01	)
	(	-2.2000E+01	-1.1210E+00	1.1830E-01	)
	(	-2.0000E+01	-1.1150E+00	9.4300E-02	)
	(	-1.8000E+01	-1.0920E+00	7.6500E-02	)
	(	-1.6000E+01	-1.0690E+00	5.8700E-02	)
	(	-1.4000E+01	-1.0380E+00	4.5400E-02	)
	(	-1.2000E+01	-1.0070E+00	3.2100E-02	)
	(	-1.0000E+01	-8.4790E-01	2.3000E-02	)
