	(	-8.0000E+00	-6.8920E-01	1.3800E-02	)
	(	-6.0000E+00	-4.2780E-01	1.1800E-02	)
	(	-4.0000E+00	-1.6650E-01	9.8000E-03	)
	(	-2.0000E+00	8.6300E-02	9.5000E-03	)
	(	0.0000E+00	3.3910E-01	9.2000E-03	)
	(	2.0000E+00	5.8670E-01	9.4000E-03	)
	(	4.0000E+00	8.3010E-01	9.9000E-03	)
	(	6.0000E+00	1.0660E+00	1.0900E-02	)
	(	8.0000E+00	1.2910E+00	1.2400E-02	)
	(	1.0000E+01	1.5010E+00	1.4400E-02	)
	(	1.2000E+01	1.6890E+00	1.7300E-02	)
	(	1.4000E+01	1.8100E+00	2.2600E-02	)
	(	1.6000E+01	1.8140E+00	3.5400E-02	)
	(	1.8000E+01	1.7540E+00	6.4700E-02	)
	(	2.0000E+01	1.6070E+00	1.0350E-01	)
	(	2.2000E+01	1.5260E+00	1.4370E-01	)
	(	2.4000E+01	1.4430E+00	1.8410E-01	)
	(	2.6000E+01	1.3830E+00	2.2900E-01	)
	(	2.8000E+01	1.3220E+00	2.7380E-01	)
	(	3.0000E+01	1.2580E+00	3.2780E-01	)
	(	3.2000E+01	1.1940E+00	3.8160E-01	)
	(	3.3000E+01	1.1730E+00	4.2090E-01	)
	(	3.4000E+01	1.1570E+00	4.5040E-01	)
	(	3.5000E+01	1.1380E+00	4.8150E-01	)
	(	3.6000E+01	1.1250E+00	5.1050E-01	)
	(	3.7000E+01	1.1180E+00	5.4500E-01	)
	(	3.8000E+01	1.1020E+00	5.7370E-01	)
	(	3.9000E+01	1.0890E+00	5.9990E-01	)
	(	4.0000E+01	1.0750E+00	6.2800E-01	)
	(	4.5000E+01	1.0180E+00	7.5780E-01	)
	(	5.0000E+01	9.7160E-01	8.8200E-01	)
	(	5.5000E+01	9.2680E-01	1.0100E+00	)
	(	6.0000E+01	8.6600E-01	1.1250E+00	)
	(	6.5000E+01	7.6600E-01	1.2320E+00	)
	(	7.0000E+01	6.4280E-01	1.3250E+00	)
	(	7.5000E+01	5.0000E-01	1.3990E+00	)
	(	8.0000E+01	3.4200E-01	1.4550E+00	)
	(	8.5000E+01	1.7360E-01	1.4890E+00	)
	(	9.0000E+01	0.0000E+00	1.5000E+00	)
	(	9.5000E+01	-1.7360E-01	1.4890E+00	)
	(	1.0000E+02	-3.4200E-01	1.4550E+00	)
	(	1.0500E+02	-5.0000E-01	1.3990E+00	)
	(	1.1000E+02	-6.4280E-01	1.3250E+00	)
	(	1.1500E+02	-7.6600E-01	1.2320E+00	)
	(	1.2000E+02	-8.6600E-01	1.1250E+00	)
	(	1.2500E+02	-9.3970E-01	1.0060E+00	)
	(	1.3000E+02	-9.8480E-01	8.8030E-01	)
	(	1.3500E+02	-1.0000E+00	7.5000E-01	)
	(	1.4000E+02	-9.8480E-01	6.1970E-01	)
	(	1.4500E+02	-9.3970E-01	4.9350E-01	)
	(	1.5000E+02	-8.6600E-01	3.7500E-01	)
	(	1.5500E+02	-7.6600E-01	2.6790E-01	)
	(	1.6000E+02	-6.4280E-01	1.7550E-01	)
	(	1.6500E+02	-5.0000E-01	1.0050E-01	)
	(	1.7000E+02	-3.4200E-01	4.5200E-02	)
	(	1.7500E+02	-1.7360E-01	1.1400E-02	)
	(	1.8000E+02	0.0000E+00	0.0000E+00	)
);
