/*--------------------------------*- C++ -*----------------------------------*\ 
| =========                 |                                                 | 
| \\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox           | 
|  \\    /   O peration     | Version:  1.6                                   | 
|   \\  /    A nd           | Web:      http://www.OpenFOAM.org               | 
|    \\/     M anipulation  |                                                 | 
\*---------------------------------------------------------------------------*/ 
FoamFile
{
    version     2.0;
    format      ascii;
    class       dictionary;
    object      airfoilProperties;
}
// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //

airfoilData
(
//   alpha   C_l    C_d
	( -1.80e+02	0.0000000000e+00	0.0000000000e+00 ) 
	( -1.75e+02	1.7360000000e-01	1.0738533000e-02 ) 
	( -1.70e+02	3.4200000000e-01	4.2526550000e-02 ) 
	( -1.65e+02	5.0000000000e-01	9.4492333000e-02 ) 
	( -1.60e+02	6.4280000000e-01	1.6500900000e-01 ) 
	( -1.55e+02	7.6600000000e-01	2.5190553300e-01 ) 
	( -1.50e+02	8.6600000000e-01	3.5258333300e-01 ) 
	( -1.45e+02	9.3970000000e-01	4.6399966700e-01 ) 
	( -1.40e+02	9.8480000000e-01	5.8268421700e-01 ) 
	( -1.35e+02	1.0000000000e+00	7.0516666700e-01 ) 
	( -1.30e+02	9.8480000000e-01	8.2764911700e-01 ) 
	( -1.25e+02	9.3970000000e-01	9.4633366700e-01 ) 
	( -1.20e+02	8.6600000000e-01	1.0577500000e+00 ) 
	( -1.15e+02	7.6600000000e-01	1.1584278000e+00 ) 
	( -1.10e+02	6.4280000000e-01	1.2453243330e+00 ) 
	( -1.05e+02	5.0000000000e-01	1.3158410000e+00 ) 
	( -1.00e+02	3.4200000000e-01	1.3678067830e+00 ) 
	( -9.50e+01	1.7360000000e-01	1.3995948000e+00 ) 
	( -9.00e+01	0.0000000000e+00	1.4103333330e+00 ) 
	( -8.50e+01	-1.7360000000e-01	1.3995948000e+00 ) 
	( -8.00e+01	-3.4200000000e-01	1.3678067830e+00 ) 
